wiI7pd,comentarios_traducidos,polaridad,etiquetas_TB
pésima atención asistimos con mi esposo que es paciente renal con fiebre dolor de pecho tos escalofríos y no nos quisieron atender según porque saturamos bien llegamos al batán luego de una hora de espera nos atendieron diciendo que,"The attention of the medical staff is very good, unfortunately the advisory service frequently fails, which causes discomfort mainly in older adults who require outpatient consultation.",0.015333333333333315,positivo
pésima atención lleve a mi niña de 4 meses y mi niño 4 años con dolor y diarrea  no tenían fiebre no los atendieron después de 6 horas me dicen que no es emergencia porque no tienen fiebre que espere 24 horas me fui de hay sin atención,Terrible care. I took my 4-month-old girl and my 4-year-old boy with pain and diarrhea. They did not have a fever. They were not treated after 6 hours. They told me that it is not an emergency because they do not have a fever. I waited 24 hours. I left without any attention.,-0.5,negativo
"mala experiencia quería un certificado médico para presentar en el trabajo porque tengo síntomas de covid pero esperé 1 hora para que solo me tomen los signos vitales y me digan que me vaya al batán o cotocollao
solo quería un certificado para el trabajo por dios","bad experience I wanted a medical certificate to present at work because I have covid symptoms but I waited 1 hour for them to only take my vital signs and tell me to go to the fulling mill or cotocollao
I just wanted a certificate for work for God's sake.",-0.11999999999999997,negativo
fue decepcionante ayer martes desde la 1320 ingrese a mi hijo recién al triage 1630 y me quedé hasta las 1900 porque  que solo hay un solo médico y muchos niños con tanta dolencia que no fueron atendidos mi hijo fue con,"It was disappointing yesterday, Tuesday, from 1320, I admitted my son to triage 1630 and I stayed until 1900 because there is only one doctor and many children with so many illnesses that they were not treated, my son was with",0.1,positivo
la atención del personal médico es muy buena lamentablemente el servicio de asesores falla frecuentemente lo que causa malestar principalmente en adultos mayores que requieren consulta externa,"Terrible service, I arrived at 6pm in the afternoon, it's 3am in the morning and I'm still waiting for service.",-1.0,negativo
pésima atención llegué a las 6pm de la tarde son las 3am de la madrugada y sigo esperando atención,excellent atention,1.0,positivo
son inhumanos se tanto tiempo aportando mi madre para que le manden paracetamol y ni siquiera realizan una adecuada valoración de los pacientes ahora mi madre está internada en otra casa de salud particular ya que el dicho seguro social casi me deja morir,"poor service to the public in the department that receives the medical certificates to be legalized, the two gentlemen there treat people with no respect, I was there and one of them yelled at a lady, he did not receive the document and he treated her badly, they are public servants. and are due to the users",-0.20416666666666664,negativo
muy buena atención,"They are the best professionals, especially in emergencies, they act quickly. I was blessed to have gotten there when I needed it. They saved my life.",0.4444444444444444,positivo
mala atención al público en el departamento que recibe los certificados médicos para ser legalizados los dos señores de ahí tratan a la gente con nada de respeto estuve ahí y el uno le grito a una señora no le recibió el documento y la trató mal son servidores públicos y se deben a los usuarios,"Terrible service, we went with my husband who is a kidney patient with fever, chest pain, cough, chills and they did not want to attend to us because we were saturated well, we arrived at the batán after an hour of waiting they attended to us saying that",-1.0,negativo
son los mejores profesionales especialmente en emergencias actúan rápido  se debe fui bendecida al haber llegado allá cuando lo necesite  allí me salvaron la vida,"They are inhumane, my mother spent so much time sending her paracetamol and they don't even carry out an adequate evaluation of the patients. Now my mother is admitted to another private health home since the aforementioned social security system almost let me die.",-0.061904761904761914,negativo
los doctores jóvenes que ni saben los protocolos las señoritas de admisión que no saben lo que es una emergencia y creen que tienen más poder que los doctores más practicantes que médicosun relajo todos por todo lado y después el covid es porque se sale a la callevergüenza,"the young doctors who don't even know the protocols, the admission ladies who don't know what an emergency is and believe they have more power than the doctors who are more practical than doctors, everyone is relaxed everywhere and then the covid is because they go out into the street, shame",0.3666666666666667,positivo
buenos días nuevamente cambio  anterior ya que fui atendida telefónicamente entendiendo que tienen un número excesivo de llamadas y lógicamente es  también me fue posible arreglar cambio cita médica por lo que agradezco enormemente y felicito su pronta atención,terrible attention to image information the worst of the worst and urology they do not know how to treat their patients they are rude and rude especially with older adults,-0.49047619047619045,negativo
