wiI7pd,comentarios_traducidos,clasificacion
el odontologo drperez es un patan llege 10min tarde a la cita y me cerro la puerta en la cara este tipo de sujetos deben salir del iess,"good service very clean place
large clean bathrooms",positivo
pesimo servicio  8 meses para un turno de ginecologia para que me digan regrese en dos meses mas por mi parte dejare la respectiva queja por escrito en direccion medica para que se tomen los debidos correctivos,"the worst service, what's the point of insurance if they never have an agenda for a biopsy or endoscopy, waiting 3 months for an incredible shift to make matters worse, the staff lacks education, empathy and kindness are the worst",negativo
el peor servicio de qué sirve un seguro sin nunca tienen agenda para una biopsia o endoscopia esperar 3 meses para un turno increíble para colmo de males el personal carece de educación empatía y amabilidad son lo peor,"They lack training in customer service, the staff, with the exception of a woman who has worked there for years, does not serve quickly at the different windows since they talk among themselves or on the cell phone, playing with the time and money of",positivo
realmente preocupada  me realizaron un exámen hace 1 mes aún no esta en el sitema  la numero de conveional que esta en inf  ninguna opciín es valida es una burla,"4 hours waiting for attention so they can tell you that they don't have proof and you can get a private one so we can pay social security
I remind you that we pay for this service, it is not that you are doing us a favor.",positivo
les falta capacitación en atención al cliente el personal a excepción de una señora que trabaja ahí hace años no atiene rápido en las distintas ventanillas ya que conversan entre ellos o por el celular juegan con el tiempo y dinero de,"The IESS really has a lot to improve. It is a service that corresponds by law to all of us who contribute, mostly from a very young age, and it does not seem to me that small things should improve it. An example should be had by everyone who",positivo
no hay medicamentos son hipertensa y con problemas de los nervios y tampoco hay medicamentos,"Too much waiting time to take a turn, they should think about automating and going into the technological era. It would be a success. Very good service.",positivo
"4 horas esperando atención para que te digan que no tienen pruebas y te hagas con un privada para que pagamos seguro social
les recuerdo que pagamos por este servicio no es que nos hagan un favor","the health service is terrible
It doesn't seem to me that they make a child wait 4 hours in pain because she doesn't have a fever.",negativo
pesima atención ya estoy esperando mas de una hora y mi novio tiene una laceracion grave en el dedo pulgarno aguanta el dolor y en el triaje nos mandan a esperar mas de dos horas para k el medico le examine porque afirman que solo,"Today, Monday, October 8, I went to be treated at the IESS Cotocollao hospital for a spinal injury, very bad care. First I had to wait 3 hours for them to take my vital signs, then another 3 hours and only for them to tell me",negativo
realmente tiene mucho que mejorar el iess es un servicio que le corresponde por ley a todos los que aportamos en su mayoría desde muy jóvenes y no me parece que pequeñas cosas deberían mejorarla  ejemplo deberían tener todos los que,"There are no medications, they are hypertensive and have nerve problems and there are no medications either.",neutro
debería alguien informar que la gente tome asiento  porque se va al llamar por los nombresya que para realizar el isopado  tocó hacer una fila degana para citas medicas les   excelente prestador de servicio en mi opinión el mejor que tiene convenio el iess,It is a terrible place in the other hospitals there is not so much hassle to schedule a simple appointment,negativo
"el servicio de salud es pésimo
no m parece que a un niño le hagan esperar 4 horas con dolor porque  no tiene fiebre","Really worried, they took an exam 1 month ago, the registration number, which is in the bottom line, is not yet in the system. No option is valid. It's a joke.",positivo
