wiI7pd,comentarios_traducidos
"estuve esperando más de 1y30 de la cita que tenia y debido a eso no pude asistir a otros aventos que tenia
es muy bonito solo que la atención es muy tardada","They have not called me until now to give me the referral since February 28, I have been waiting for an urgent endoscopy and colonoscopy that the biodilab gastroenterologist referred me to. I called and they do not answer any phone, terrible attention and service"
no me llaman hasta ahora para darme la derivacion desde el 28 de febrero llevo esperando para una endoscopia y colonoscopia urgente que me derivo la gastroenteorologa de biodilab llamo y no responden ningun telefono terrible atencion y servicio,"The joke about the referral room is a space to be warming up the position, you wait months to take a shift in a specialty, people who work inefficiently, receiving a free salary, the situation of that attempted hospital is terrible."
el chiste de la sala derivaciones es un espacio para estar calentando el puesto se espera meses para tomar un turno en especialidad la gente que trabaja  ineficiente recibiendo el sueldo de gratis terrible la situación de ese intento de hospital,center with several specialties they keep it clean the guards are a little intransigent I sometimes have to access it with my father who has reduced mobility and requires assistance and they don't let me pass
centro con varias especialidades lo mantienen limpio los guardias son un poco intransigentes debo acceder a veces con mi padre que tiene movilidad reducida y requiere de asistencia y no me dejan pasar,"Comprehensive specialty center, very good service, very clean and tidy place"
"muy buenas instalaciones muy buenos equipos  excelente atención al fin algo digno para los afiliados
el centro médico familiar integral y especialidades diálisis la mariscal no le","very good facilities very good equipment excellent service at the end something worthy for the members
The comprehensive family medical center and dialysis specialties La Marshal does not"
"no me gustó para nada hacen perder mucho en tiempo hay que sacar turno para el turno del turno
adicional el dr cando de medicina familiar muy mal educado  ofensivos y fuera de lugar y se burla de  de los pacientes pésimo lugar","I was waiting more than 1h30 for the appointment I had and because of that I couldn't attend other events I had
It's very nice, but the service is very slow"
centro integral de especialidades muy buena atención el lugar muy limpio y ordenado,"I didn't like it at all, they waste a lot of time, you have to make an appointment for the next shift.
Additional Dr. Cando of family medicine, very rude, offensive and out of place, and makes fun of the patients, a terrible place."
es limpio buena atención de los médicos solo que en el 4to piso traumatología es pésima la atención en el triaje no menos precio el trabajo de personas venezolanaspero que pésima atención se dejan amontonar la gente así se pierde tiempo y los doctores piensan que uno es el que viene atrasado,"They are taking all the covid measures for entry, the site is spacious and clean, yet they are not assigning appointments until the traffic light turns green and it seems to me that due to the dimensions they could enable at least some consultations and specialties so as not to limit the service"
están tomando todas las medidas del covid para el ingreso el sitio es amplio y limpio aún así no están asignando citas hasta que pase a verde el semáforo y me parece que por las dimensiones podrían habilitar al menos algunas consultas y especialidades para no limitar el servicio,"The staff's attention is very good. The only thing is that the receptionists on the 4th floor do not give good information. One goes to ask for an appointment, please, and they bravaly say that there is no ophthalmology here. Go to another iees dispensary with a bad attitude, nor for traumatology."
muy buena la atención de su personal lo único que las recepcionistas de el piso 4 no dan buena información uno va a pedir por favor un turno y brava dice no hay aquí para oftalmología vaya a otro dispensario del iees con una mala actitud ni para traumatología,"Good afternoon, I have a request for referral to private clinics with an agreement for colposcopy, endoscopy and colonoscopy, but they tell me that I must wait at least 2 months for the response. Can you help me with these?"
