wiI7pd,comentarios_traducidos
centro con varias especialidades lo mantienen limpio los guardias son un poco intransigentes debo acceder a veces con mi padre que tiene movilidad reducida y requiere de asistencia y no me dejan pasar,Center with several specialties keep the guards clean are a bit uncompromising I must sometimes access with my father who has reduced mobility and requires assistance and do not let me pass
"muy buenas instalaciones muy buenos equipos  excelente atención al fin algo digno para los afiliados
el centro médico familiar integral y especialidades diálisis la mariscal no le","Very good facilities very good teams excellent attention to the end something worthy for affiliates
The Comprehensive Family Medical Center and Specialties Dialysis The Marshal does not"
"no me gustó para nada hacen perder mucho en tiempo hay que sacar turno para el turno del turno
adicional el dr cando de medicina familiar muy mal educado  ofensivos y fuera de lugar y se burla de  de los pacientes pésimo lugar","I did not like to lose a lot in time, you have to take a turn for the turn of the shift
Additional Dr Cando of very badly educated family medicine and out of place and makes fun of lousy patients"
centro integral de especialidades muy buena atención el lugar muy limpio y ordenado,Integral center of specialties very good attention the place very clean and orderly
es limpio buena atención de los médicos solo que en el 4to piso traumatología es pésima la atención en el triaje no menos precio el trabajo de personas venezolanaspero que pésima atención se dejan amontonar la gente así se pierde tiempo y los doctores piensan que uno es el que viene atrasado,Good care of doctors is clean only that on the 4th floor traumatology the attention in the triage is no less price the work of Venezuelan people but lousIt is late
están tomando todas las medidas del covid para el ingreso el sitio es amplio y limpio aún así no están asignando citas hasta que pase a verde el semáforo y me parece que por las dimensiones podrían habilitar al menos algunas consultas y especialidades para no limitar el servicio,"They are taking all the measures of the COVID for the entrance. The site is wide and clean, they are not assigning appointments until the traffic light passes green and it seems to me that the dimensions could enable at least some consultations and specialties so as not to limit the service"
muy buena la atención de su personal lo único que las recepcionistas de el piso 4 no dan buena información uno va a pedir por favor un turno y brava dice no hay aquí para oftalmología vaya a otro dispensario del iees con una mala actitud ni para traumatología,"Very good the attention of their staff, the only thing that receptionists on the 4th floor do not give good information one will please ask a shift and brave says there is no here for ophthalmology goes to another IEES dispensary with a bad attitude or for traumatology"
buenas tardes tengo una solicitud para derivación de clínicas privadas con convenio para colposcopia endoscopia y colonscopia pero me dicen que debo esperar 2 meses por lo menos para  la respuesta pueden ayudarme con estos,Good afternoon I have a request for private clinics with an agreement for Endoscopy and Colonoscopy colposcopy but they tell me that I must wait 2 months at least for the answer can help me with these
buenos días estoy necesitando cambiar citas medicas de mis hijos con especialistas y en el call center 140 no lo pueden hacer me dan un número telefónico del hospital que solo envía a extenciones que nunca  puedo hacer para,"Good morning I am needing to change medical quotes from my children with specialists and in Call Center 140 they can't do it, they give me a hospital phone number that only sends to extensions that I can never do for"
la atención es muy demorada pero lo realmente malo es que los baños están muy sucios y no hay papel higiénico y es un centro de salud,The attention is very delayed but the really bad thing is that the bathrooms are very dirty and there is no toilet paper and it is a health center
